study_id,ex_id,con_id,out_id,es_id,shared_control,id_notes,title,doi,publish_in,outcome_id_notes,sp_latin,sp_common,strain,dam_age,dam_age_notes,gest_stage_ex,gest_stage_ex_notes,exposure_span_d,exposure_type,exposure_session_duration_h,ex_session_duration_notes,noise_type,noise_type_2,loudness_dB,frequency_Hz,control_conditions,control_loudness,control_notes,offspring_sex,offspring_age_d,offspring_age_notes,experimental_procedures,experimental_procedures_notes,outcome_type,assay_type,assay_type_notes,measurement_variable,data_type,data_units,measurement_timing,data_source,data_file,c_a_id,ex_a_id,comparison,comparison_structure,higher_better,higher_better_notes...49,higher_better_notes...50,c_mean,c_sd,c_n,c_se,c_ci,ex_mean,ex_sd,ex_n,ex_se,ex_ci,stat_comment,general_comment,c_median,c_q1,c_q3,ex_median,ex_q1,ex_q3,checked_ML,checked_ML_comments,...71,corrections_notes_AL,miss_c_mean_raw,miss_ex_mean_raw,miss_c_sd_raw,miss_ex_sd_raw,miss_c_se_raw,miss_ex_se_raw,mean_floored_to1,cohort_id,c_mean_imputed,ex_mean_imputed,c_sd_imputed,ex_sd_imputed,c_se_imputed,ex_se_imputed,lnRR,lnRR_var
oliveira_2015_jbehavbraisci,ex012,con008,out027,es051,Yes,"They used the elevated T Maze, where they measured anxiety in 3 days trials, and fear from anxiety in one trial",Intrauterine Exposure to Chronic 22 kHz Sound Affects Inhibitory Avoidance and Serotonergic Parameters in Forebrain Areas of Dams and Rat Offspring,10.4236/jbbs.2015.52003,Journal of Behavioral and Brain Science,,Rattus norvegicus,brown rat,Wistar rat,16,3 months,"early, mid, late",,19,Intermitent,1,h,Ultrasound,Ultrasound,65,"22,000",Silence,,Control placed in an acoustical isolation box for the same period of time,male,60,,none,,Anxiety,Elevated T Maze (ETM),Multiple time points: escape latency (time in open arms),Escape latency,latency,s,Light phase,Figure 3. b,oliveira_2015_jbehavbraisci_fig3b,C_F2,IE_F2,C_IE_F2,Dependent,Yes,Negative,,6.8,8.02,12,2.31,,6.6,4.06,12,1.17,,,,,,,,,,yes,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,oliveira_2015_jbehavbraisci_ex012,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.07204466,0.086992214
oliveira_2015_jbehavbraisci,ex012,con008,out027,es052,Yes,"They used the elevated T Maze, where they measured anxiety in 3 days trials, and fear from anxiety in one trial",Intrauterine Exposure to Chronic 22 kHz Sound Affects Inhibitory Avoidance and Serotonergic Parameters in Forebrain Areas of Dams and Rat Offspring,10.4236/jbbs.2015.52003,Journal of Behavioral and Brain Science,,Rattus norvegicus,brown rat,Wistar rat,16,3 months,"early, mid, late",,19,Intermitent,1,h,Ultrasound,Ultrasound,65,"22,000",Silence,,Control placed in an acoustical isolation box for the same period of time,male,60,,none,,Anxiety,Elevated T Maze (ETM),Multiple time points: escape latency (time in open arms),Escape latency,latency,s,Light phase,Figure 3. b,oliveira_2015_jbehavbraisci_fig3b,C_F3,IE_F3,C_IE_F3,Dependent,Yes,Negative,,6.46,7.72,12,2.23,,13.2,15.44,12,4.46,,,,,,,,,,yes,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,oliveira_2015_jbehavbraisci_ex012,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.712089804,0.1165404
pavlov_2023_molsci,ex013,con009,out028,es053,Yes,One control and one treatment,"Maternal Chronic Ultrasound Stress Provokes Immune
Activation and Behavioral Deficits in the Offspring: A Mouse
Model of Neurodevelopmental Pathology",10.3390/ijms241411712,International Journal of Molecular Sciences,,Mus musculus,albino house mouse,BALB/c mice,16,3 months,"early, mid, late",,21,Continuous,24,Varying frequencies. Mice in an accustically isolated room,Ultrasound,Ultrasound,50,"20,000-45,000",Unclear,,,female,60,2 months,none,,Depression,Sucrose Preference Test (SPT),,Sucrose preference index,index,%,Dark phase,Figure 4A,pavlov_2023_molsci_Fig4A,NonSt_su,US_su,NonSt_US_su,Independent,Yes,Negative,higher anhedonia is better,71.6,9.72,10,3.07,,40.48,13.49,14,3.61,,,Visual estimations: you can't see the median in the violin plot,,,,,,,yes,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,pavlov_2023_molsci_ex013,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.567242215,0.009775507
pavlov_2023_molsci,ex013,con009,out029,es054,Yes,One control and one treatment,"Maternal Chronic Ultrasound Stress Provokes Immune
Activation and Behavioral Deficits in the Offspring: A Mouse
Model of Neurodevelopmental Pathology",10.3390/ijms241411712,International Journal of Molecular Sciences,,Mus musculus,albino house mouse,BALB/c mice,16,3 months,"early, mid, late",,21,Continuous,24,Varying frequencies. Mice in an accustically isolated room,Ultrasound,Ultrasound,50,"20,000-45,000",Unclear,,,female,60,2 months,none,,Anxiety,Open Field Test (OFT),,Sections crossed,count,Count,Dark phase,Figure 4C,pavlov_2023_molsci_Fig4C,NonSt_sq,US_sq,NonSt_US_sq,Independent,Yes,Negative,,10.55,6.17,10,1.95,,6.4,3.17,14,0.85,,,,,,,,,,yes,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,pavlov_2023_molsci_ex013,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.508167472,0.051726986
pavlov_2023_molsci,ex013,con009,out030,es055,Yes,One control and one treatment,"Maternal Chronic Ultrasound Stress Provokes Immune
Activation and Behavioral Deficits in the Offspring: A Mouse
Model of Neurodevelopmental Pathology",10.3390/ijms241411712,International Journal of Molecular Sciences,,Mus musculus,albino house mouse,BALB/c mice,16,3 months,"early, mid, late",,21,Continuous,24,Varying frequencies. Mice in an accustically isolated room,Ultrasound,Ultrasound,50,"20,000-45,000",Unclear,,,female,60,2 months,none,,Anxiety,Open Field Test (OFT),,Time in central square,time,s,Dark phase,Figure 4D,pavlov_2023_molsci_Fig4D,NonSt_csq,US_csq,NonSt_US_csq,Independent,Yes,Negative,,71.66,17.5,10,5.53,,25.99,11.15,14,2.98,,,,,,,,,,yes,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,pavlov_2023_molsci_ex013,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.010629524,0.019110262
pavlov_2023_molsci,ex013,con009,out031,es056,Yes,One control and one treatment,"Maternal Chronic Ultrasound Stress Provokes Immune
Activation and Behavioral Deficits in the Offspring: A Mouse
Model of Neurodevelopmental Pathology",10.3390/ijms241411712,International Journal of Molecular Sciences,,Mus musculus,albino house mouse,BALB/c mice,16,3 months,"early, mid, late",,21,Continuous,24,Varying frequencies. Mice in an accustically isolated room,Ultrasound,Ultrasound,50,"20,000-45,000",Unclear,,,female,60,2 months,none,,Anxiety,Elevated Plus Maze (EPM),,Time in open arms (OAT),time,s,Dark phase,Figure 4E,pavlov_2023_molsci_Fig4E,NonSt_oat,US_oat,NonSt_US_oat,Independent,Yes,Negative,,69.17,20.84,10,6.59,,25.42,9.56,14,2.55,,,,,,,,,,yes,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,pavlov_2023_molsci_ex013,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.000518319,0.019180048
pavlov_2023_molsci,ex013,con009,out032,es057,Yes,One control and one treatment,"Maternal Chronic Ultrasound Stress Provokes Immune
Activation and Behavioral Deficits in the Offspring: A Mouse
Model of Neurodevelopmental Pathology",10.3390/ijms241411712,International Journal of Molecular Sciences,,Mus musculus,albino house mouse,BALB/c mice,16,3 months,"early, mid, late",,21,Continuous,24,Varying frequencies. Mice in an accustically isolated room,Ultrasound,Ultrasound,50,"20,000-45,000",Unclear,,,female,60,2 months,none,,Anxiety,Elevated Plus Maze (EPM),,Entries into open arms (OAE),count,Count,Dark phase,Figure 4F,pavlov_2023_molsci_Fig4F,NonSt_oae,US_oae,NonSt_US_oae,Independent,Yes,Negative,,13.27,5.44,10,1.72,,8.68,4.23,14,1.13,,,,,,,,,,yes,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,pavlov_2023_molsci_ex013,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.42440545,0.033769088
nishio_2006_intjdevlneur,ex014,con010,out033,es058,Yes,"one female, one male and one control group per sex",Effects of perinatal stress on the anxiety-related behavior of  the adolescence mouse,10.1016/j.ijdevneu.2006.02.003,International Journal of Developemental Neuroscience,,Mus musculus,albino house mouse,ddY mice,,not reported,"mid, late",day 10 to 18,9,Intermitent,0.25,15 min,Other/Unclear,Unclear,90,,Unclear,,No information,male,35,5 weeks,none,,Anxiety,Elevated Plus Maze (EPM),"To balance for potential locomotion biases, the number of entries and time on the open-arms
was expressed as a percentage of the total number of entries to all arms, or of the
time spent in all arms, respectively ((open/[close + open]) 100). The absolute
number of closed-arm entries was measured to dissociate the effect of the
treatment on anxiety and general motor activity.",Time in open arms (OAT),percentage,%,Not reported,Fig. 2a,nishio_2006_intjdevlneur_fig2a,pre_n_m_oat,pre_so_m_oat,pre_n_m_oat,Independent,Yes,Negative,,27.16,13.81,5,6.17,,24.15,7.94,5,3.55,,,,,,,,,,yes,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,nishio_2006_intjdevlneur_ex014,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.06494991,0.022559426
nishio_2006_intjdevlneur,ex015,con011,out033,es059,Yes,"one female, one male and one control group per sex",Effects of perinatal stress on the anxiety-related behavior of  the adolescence mouse,10.1016/j.ijdevneu.2006.02.003,International Journal of Developemental Neuroscience,,Mus musculus,albino house mouse,ddY mice,,not reported,"mid, late",day 10 to 18,9,Intermitent,0.25,15 min,Other/Unclear,Unclear,90,,Unclear,,No information,female,35,5 weeks,none,,Anxiety,Elevated Plus Maze (EPM),"To balance for potential locomotion biases, the number of entries and time on the open-arms
was expressed as a percentage of the total number of entries to all arms, or of the
time spent in all arms, respectively ((open/[close + open]) 100). The absolute
number of closed-arm entries was measured to dissociate the effect of the
treatment on anxiety and general motor activity.",Time in open arms (OAT),percentage,%,Not reported,Fig. 2a,nishio_2006_intjdevlneur_fig2a,pre_n_f_oat,pre_so_f_oat,pre_n_f_oat,Independent,Yes,Negative,,18.69,6.84,5,3.06,,29.23,13.81,5,6.17,,,,,,,,,,yes,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,nishio_2006_intjdevlneur_ex015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.245051307,0.021830158
nishio_2006_intjdevlneur,ex014,con010,out034,es060,Yes,"one female, one male and one control group per sex",Effects of perinatal stress on the anxiety-related behavior of  the adolescence mouse,10.1016/j.ijdevneu.2006.02.003,International Journal of Developemental Neuroscience,,Mus musculus,albino house mouse,ddY mice,,not reported,"mid, late",day 10 to 18,9,Intermitent,0.25,15 min,Other/Unclear,Unclear,90,,Unclear,,No information,male,35,5 weeks,none,,Anxiety,Elevated Plus Maze (EPM),,Entries into open arms (OAE),percentage,%,Not reported,Fig. 2b,nishio_2006_intjdevlneur_fig2b,pre_n_m_oae,pre_so_m_oae,pre_n_m_oae,Independent,Yes,Negative,,39.61,9.64,5,4.31,,46.66,7.78,5,3.48,,,,,,,,,,yes,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,nishio_2006_intjdevlneur_ex014,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.099526951,0.006342206
nishio_2006_intjdevlneur,ex015,con011,out034,es061,Yes,"one female, one male and one control group per sex",Effects of perinatal stress on the anxiety-related behavior of  the adolescence mouse,10.1016/j.ijdevneu.2006.02.003,International Journal of Developemental Neuroscience,,Mus musculus,albino house mouse,ddY mice,,not reported,"mid, late",day 10 to 18,9,Intermitent,0.25,15 min,Other/Unclear,Unclear,90,,Unclear,,No information,female,35,5 weeks,none,,Anxiety,Elevated Plus Maze (EPM),,Entries into open arms (OAE),percentage,%,Not reported,Fig. 2b,nishio_2006_intjdevlneur_fig2b,pre_n_f_oae,pre_so_f_oae,pre_n_f_oae,Independent,Yes,Negative,,33.07,7.6,5,3.4,,42.1,14.82,5,6.63,,,,,,,,,,yes,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,nishio_2006_intjdevlneur_ex015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.14185925,0.012512733
nishio_2006_intjdevlneur,ex014,con010,out035,es062,Yes,"one female, one male and one control group per sex",Effects of perinatal stress on the anxiety-related behavior of  the adolescence mouse,10.1016/j.ijdevneu.2006.02.003,International Journal of Developemental Neuroscience,,Mus musculus,albino house mouse,ddY mice,,not reported,"mid, late",day 10 to 18,9,Intermitent,0.25,15 min,Other/Unclear,Unclear,90,,Unclear,,No information,male,35,5 weeks,none,,Anxiety,Elevated Plus Maze (EPM),,Entries to closed arms,count,Count,Not reported,Fig. 2c,nishio_2006_intjdevlneur_fig2c,pre_n_m_cae,pre_so_m_cae,pre_n_m_cae,Independent,Yes,Negative,,3.97,1.71,5,0.76,,3.58,1.18,5,0.53,,,,,,,,,,yes,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,nishio_2006_intjdevlneur_ex014,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.111091964,0.05883416
nishio_2006_intjdevlneur,ex015,con011,out035,es063,Yes,"one female, one male and one control group per sex",Effects of perinatal stress on the anxiety-related behavior of  the adolescence mouse,10.1016/j.ijdevneu.2006.02.003,International Journal of Developemental Neuroscience,,Mus musculus,albino house mouse,ddY mice,,not reported,"mid, late",day 10 to 18,9,Intermitent,0.25,15 min,Other/Unclear,Unclear,90,,Unclear,,No information,female,35,5 weeks,none,,Anxiety,Elevated Plus Maze (EPM),,Entries to closed arms,count,Count,Not reported,Fig. 2c,nishio_2006_intjdevlneur_fig2c,pre_n_f_cae,pre_so_f_cae,pre_n_f_cae,Independent,Yes,Negative,,6.68,2.41,5,1.08,,4.55,1.15,5,0.51,,,,,,,,,,yes,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,nishio_2006_intjdevlneur_ex015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.390618746,0.038808452
uygur_2011_ankarauniv,ex016,con012,out036,es064,Yes,One treatmentent group and one control,Investigation of the long term effects of chronic white noise stress on learning in radial arm maze and behaviors in forced swim test,10.1501/Vetfak_0000002481,Ankara Üniv Vet Fak Derg,,Rattus norvegicus,albino rat,Sprague-Dawley,,205±3 g body weight,"mid, late",day 14 to 21,9,Intermitent,0.75,45 min,White noise,Audible,100,,Unclear,,PC group remained undisturbed,male,70,,none,,Depression,Forced Swimming Test (FST),"Placed individually into cylinder, swam 15 min first day, 5 mins second day",Total immobility time,time,s,Light phase,In paper: Table 2.,uygur_2011_ankarauniv.pdf,CON_in,PSN_in,CON_PSN_in1,Independent,No,Positive,,45.87,24.87,9,8.29,,26.79,24.85550241,10,7.86,,,1st day,,,,,,,yes,,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,uygur_2011_ankarauniv_ex016,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,-0.511074213,0.118742148
uygur_2011_ankarauniv,ex016,con012,out036,es065,Yes,One treatmentent group and one control,Investigation of the long term effects of chronic white noise stress on learning in radial arm maze and behaviors in forced swim test,10.1501/Vetfak_0000002481,Ankara Üniv Vet Fak Derg,,Rattus norvegicus,albino rat,Sprague-Dawley,,205±3 g body weight,"mid, late",day 14 to 21,9,Intermitent,0.75,45 min,White noise,Audible,100,,Unclear,,PC group remained undisturbed,male,70,,none,,Depression,Forced Swimming Test (FST),"Placed individually into cylinder, swam 15 min first day, 5 mins second day",Total immobility time,time,s,Light phase,In paper: Table 2.,uygur_2011_ankarauniv.pdf,CON_in,PSN_in,CON_PSN_in2,Independent,No,Positive,,79.05,40.56,9,13.52,,48.87,40.57202238,10,12.83,,,2nd day,,,,,,,yes,,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,uygur_2011_ankarauniv_ex016,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,-0.461080799,0.098175309
uygur_2011_ankarauniv,ex016,con012,out037,es066,Yes,One treatmentent group and one control,Investigation of the long term effects of chronic white noise stress on learning in radial arm maze and behaviors in forced swim test,10.1501/Vetfak_0000002481,Ankara Üniv Vet Fak Derg,,Rattus norvegicus,albino rat,Sprague-Dawley,,205±3 g body weight,"mid, late",day 14 to 21,9,Intermitent,0.75,45 min,White noise,Audible,100,,Unclear,,PC group remained undisturbed,male,70,,none,,Depression,Forced Swimming Test (FST),"Placed individually into cylinder, swam 15 min first day, 5 mins second day",Total swimming time,time,s,Light phase,In paper: Table 2.,uygur_2011_ankarauniv.pdf,CON_sw,PSN_sw,CON_PSN_sw1,Independent,Yes,Negative,,20.09,18.84,9,6.28,,39.08,18.84717485,10,5.96,,,1st day,,,,,,,yes,,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,uygur_2011_ankarauniv_ex016,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,-0.628160649,0.120973181
uygur_2011_ankarauniv,ex016,con012,out037,es067,Yes,One treatmentent group and one control,Investigation of the long term effects of chronic white noise stress on learning in radial arm maze and behaviors in forced swim test,10.1501/Vetfak_0000002481,Ankara Üniv Vet Fak Derg,,Rattus norvegicus,albino rat,Sprague-Dawley,,205±3 g body weight,"mid, late",day 14 to 21,9,Intermitent,0.75,45 min,White noise,Audible,100,,Unclear,,PC group remained undisturbed,male,70,,none,,Depression,Forced Swimming Test (FST),"Placed individually into cylinder, swam 15 min first day, 5 mins second day",Total swimming time,time,s,Light phase,In paper: Table 2.,uygur_2011_ankarauniv.pdf,CON_sw,PSN_sw,CON_PSN_sw2,Independent,Yes,Negative,,31.89,39.45,9,13.15,,33.44,39.4652252,10,12.48,,,2nd day,,,,,,,yes,,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,uygur_2011_ankarauniv_ex016,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,-0.032083259,0.309319147
uygur_2011_ankarauniv,ex016,con012,out038,es068,Yes,One treatmentent group and one control,Investigation of the long term effects of chronic white noise stress on learning in radial arm maze and behaviors in forced swim test,10.1501/Vetfak_0000002481,Ankara Üniv Vet Fak Derg,,Rattus norvegicus,albino rat,Sprague-Dawley,,205±3 g body weight,"mid, late",day 14 to 21,9,Intermitent,0.75,45 min,White noise,Audible,100,,Unclear,,PC group remained undisturbed,male,70,,none,,Depression,Forced Swimming Test (FST),"Placed individually into cylinder, swam 15 min first day, 5 mins second day",Total diving time,count,Count,Light phase,In paper: Table 2.,uygur_2011_ankarauniv.pdf,CON_di,PSN_di,CON_PSN_di1,Independent,Yes,Negative,,5.44,4.47,9,1.49,,6.2,4.490434277,10,1.42,,,1st day,,,,,,,yes,,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,uygur_2011_ankarauniv_ex016,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,-0.119488319,0.127475374
uygur_2011_ankarauniv,ex016,con012,out038,es069,Yes,One treatmentent group and one control,Investigation of the long term effects of chronic white noise stress on learning in radial arm maze and behaviors in forced swim test,10.1501/Vetfak_0000002481,Ankara Üniv Vet Fak Derg,,Rattus norvegicus,albino rat,Sprague-Dawley,,205±3 g body weight,"mid, late",day 14 to 21,9,Intermitent,0.75,45 min,White noise,Audible,100,,Unclear,,PC group remained undisturbed,male,70,,none,,Depression,Forced Swimming Test (FST),"Placed individually into cylinder, swam 15 min first day, 5 mins second day",Total diving time,count,Count,Light phase,In paper: Table 2.,uygur_2011_ankarauniv.pdf,CON_di,PSN_di,CON_PSN_di2,Independent,Yes,Negative,,2.56,2.85,9,0.95,,1.7,2.846049894,10,0.9,,,2nd day,,,,,,,yes,,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,uygur_2011_ankarauniv_ex016,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.338095885,0.417987388
uygur_2011_ankarauniv,ex016,con012,out039,es070,Yes,One treatmentent group and one control,Investigation of the long term effects of chronic white noise stress on learning in radial arm maze and behaviors in forced swim test,10.1501/Vetfak_0000002481,Ankara Üniv Vet Fak Derg,,Rattus norvegicus,albino rat,Sprague-Dawley,,205±3 g body weight,"mid, late",day 14 to 21,9,Intermitent,0.75,45 min,White noise,Audible,100,,Unclear,,PC group remained undisturbed,male,70,,none,,Depression,Forced Swimming Test (FST),"Placed individually into cylinder, swam 15 min first day, 5 mins second day",Total jumping time,count,Count,Light phase,In paper: Table 2.,uygur_2011_ankarauniv.pdf,CON_ju,PSN_ju,CON_PSN_ju1,Independent,Yes,Negative,,26.78,14.67,9,4.89,,23,14.67296834,10,4.64,,,1st day,,,,,,,yes,,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,uygur_2011_ankarauniv_ex016,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0.148482975,0.074041055
uygur_2011_ankarauniv,ex016,con012,out039,es071,Yes,One treatmentent group and one control,Investigation of the long term effects of chronic white noise stress on learning in radial arm maze and behaviors in forced swim test,10.1501/Vetfak_0000002481,Ankara Üniv Vet Fak Derg,,Rattus norvegicus,albino rat,Sprague-Dawley,,205±3 g body weight,"mid, late",day 14 to 21,9,Intermitent,0.75,45 min,White noise,Audible,100,,Unclear,,PC group remained undisturbed,male,70,,none,,Depression,Forced Swimming Test (FST),"Placed individually into cylinder, swam 15 min first day, 5 mins second day",Total jumping time,count,Count,Light phase,In paper: Table 2.,uygur_2011_ankarauniv.pdf,CON_ju,PSN_ju,CON_PSN_ju2,Independent,Yes,Negative,,16,11.79,9,3.93,,18.4,11.79529567,10,3.73,,,2nd day,,,,,,,yes,,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,uygur_2011_ankarauniv_ex016,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,-0.130143292,0.101425981
morra_1965_physiolrec,ex017,con013,out040,es072,Yes,One control and one treatment,PRENATAL SOUND STIMULATION ON POSTNATAL RAT OFFSPRING OPEN FIELD BEHAVIORS,10.1007/BF03393632,The psychological Record,,Rattus norvegicus,albino rat,Wistar rat,18,120-140 days,"mid, late",day 12-20,9,Intermitent,0.005,"There was a noise of 3.25 sec. duration produced bya door buzzer. for eight consecutive days. Each animal received three trials, twice daily, with an interblock interval of approximately one hour.",Door bell,Audible,85,,Unclear,,"Same manipulation with no door bell, but they don't mention anything about noise conditions",mixed,25,,none,,Anxiety,Open Field Test (OFT),,Sections crossed,count,Count,Not reported,Table 2 and text,,GIII_csq,GII_csq,GIII_GII_csq,Independent,Yes,Negative,,19.5,8.4,63,1.058300524,,14.2,8.3,35,1.402956063,,,No SE or CI,,,,,,,yes,,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,morra_1965_physiolrec_ex017,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0.313764524,0.012706816
morra_1965_physiolrec,ex017,con013,out041,es073,Yes,One control and one treatment,PRENATAL SOUND STIMULATION ON POSTNATAL RAT OFFSPRING OPEN FIELD BEHAVIORS,10.1007/BF03393632,The psychological Record,,Rattus norvegicus,albino rat,Wistar rat,18,120-140 days,"mid, late",day 12-20,9,Intermitent,0.005,"There was a noise of 3.25 sec. duration produced bya door buzzer. for eight consecutive days. Each animal received three trials, twice daily, with an interblock interval of approximately one hour.",Door bell,Audible,85,,Unclear,,"Same manipulation with no door bell, but they don't mention anything about noise conditions",mixed,25,,none,,Anxiety,Open Field Test (OFT),,Initial latency to move,latency,s,Not reported,Table 2 and text,,GIII_il,GII_il,GIII_GII_il,Independent,No,Positive,,13.1,7.9,63,0.995306446,,18.8,8.2,35,1.386052978,,,No SE or CI,,,,,,,yes,,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,morra_1965_physiolrec_ex017,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0.36107612,0.01120815
abramova_2021_front,ex018,con014,out042,es074,Yes,"One control female, one male and one experimental female and one male",The Behavior and Postnatal Development in Infant and Juvenile Rats After Ultrasound-Induced Chronic Prenatal Stress,10.3389/fphys.2021.659366,Frontiers in Physiology,,Rattus norvegicus,albino rat,Wistar rat,,not reported,"early, mid, late",3 weeks,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,,"""normal conditions without ultrasound""",female,20,,none,,Anxiety,Open Field Test (OFT),Square arena on PND20,Sections crossed,count,Count,Light phase,Figure 2a,OF-pups-abramova2015,C_f_sq,PS_f_sq,C_PS_f_sq,Independent,Yes,Negative,,29,15.7903,25,3.1581,,24.8421,12.6985,19,2.9132,,Extracted all from raw data,,,,,,,,yes,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,abramova_2021_front_ex018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.153809351,0.025611187
abramova_2021_front,ex019,con015,out042,es075,Yes,"One control female, one male and one experimental female and one male",The Behavior and Postnatal Development in Infant and Juvenile Rats After Ultrasound-Induced Chronic Prenatal Stress,10.3389/fphys.2021.659366,Frontiers in Physiology,,Rattus norvegicus,albino rat,Wistar rat,,not reported,"early, mid, late",3 weeks,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,,"""normal conditions without ultrasound""",male,20,,none,,Anxiety,Open Field Test (OFT),,Sections crossed,count,Count,Light phase,Figure 2a,OF-pups-abramova2016,C_m_sq,PS_m_sq,C_PS_m_sq,Independent,Yes,Negative,,33.7391,16.896,23,3.5231,,22.1667,14.5733,18,3.435,,Extracted all from raw data,,,,,,,,yes,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,abramova_2021_front_ex019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.413511722,0.034916389
abramova_2021_front,ex018,con014,out043,es076,Yes,"One control female, one male and one experimental female and one male",The Behavior and Postnatal Development in Infant and Juvenile Rats After Ultrasound-Induced Chronic Prenatal Stress,10.3389/fphys.2021.659366,Frontiers in Physiology,,Rattus norvegicus,albino rat,Wistar rat,,not reported,"early, mid, late",3 weeks,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,,"""normal conditions without ultrasound""",female,20,,none,,Anxiety,Open Field Test (OFT),,Rearing frequency,count,Count,Light phase,Figure 2b,OF-pups-abramova2017,C_f_re,PS_f_re,C_PS_f_re,Independent,Yes,Negative,,8.92,6.9337,25,1.3867,,6.8947,4.4208,19,1.0142,,Extracted all from raw data,,,,,,,,yes,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,abramova_2021_front_ex018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.258808487,0.045807108
abramova_2021_front,ex019,con015,out043,es077,Yes,"One control female, one male and one experimental female and one male",The Behavior and Postnatal Development in Infant and Juvenile Rats After Ultrasound-Induced Chronic Prenatal Stress,10.3389/fphys.2021.659366,Frontiers in Physiology,,Rattus norvegicus,albino rat,Wistar rat,,not reported,"early, mid, late",3 weeks,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,,"""normal conditions without ultrasound""",male,20,,none,,Anxiety,Open Field Test (OFT),,Rearing frequency,count,Count,Light phase,Figure 2b,OF-pups-abramova2018,C_m_re,PS_m_re,C_PS_m_re,Independent,Yes,Negative,,10.1304,8.7558,23,1.8257,,4.3889,4.1747,18,0.984,,Extracted all from raw data,,,,,,,,yes,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,abramova_2021_front_ex019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.82756942,0.082744711
